id,station_name,status_code,ev_network,ev_network_web,city,county,state,zip,latitude,longitude,ev_dc_fast_num,ev_level2_evse_num,ev_connector_types,access_days_time,facility_type,station_phone,region
39880,Autocom Nissan - Concord,E,Non-Networked,,Concord,,CA,94520,37.980192,-122.050128,0,1,J1772,Dealership business hours,CAR_DEALER,925-676-4400,Concord
39881,Larry H Miller Nissan,E,Non-Networked,,Corona,,CA,92882,33.88319,-117.61565,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,951-735-3360,Corona
39882,Orange Coast Nissan,E,Non-Networked,,Costa Mesa,,CA,92626,33.675397,-117.918684,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,714-681-1738,Costa Mesa
39883,Hanlees Nissan,E,Non-Networked,,Davis,,CA,95618,38.55252,-121.69156,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,530-231-3000,Davis
39884,Downey Nissan,E,Non-Networked,,Downey,,CA,90241,33.9473,-118.151166,2,4,"J1772,J1772COMBO",Dealership business hours,CAR_DEALER,562-334-1090,Downey
39885,Nissan of Duarte,E,Non-Networked,,Duarte,,CA,91010,34.136553,-117.975944,0,1,J1772,Dealership business hours,CAR_DEALER,626-305-3000,Duarte
39886,Mossy Nissan - El Cajon,E,Non-Networked,,El Cajon,,CA,92020,32.795896,-116.976156,0,1,J1772,Dealership business hours,CAR_DEALER,619-588-0500,El Cajon
39887,Ross Nissan El Monte,E,Non-Networked,,El Monte,,CA,91731,34.06964,-118.02703,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,800-859-8445,El Monte
39888,Nissan of Elk Grove,E,Non-Networked,,Elk Grove,,CA,95757,38.40209,-121.38584,2,4,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,916-405-5000,Elk Grove
39889,Mossy Nissan - Escondido,E,Non-Networked,,Escondido,,CA,92029,33.116492,-117.106837,0,1,J1772,Dealership business hours,CAR_DEALER,760-746-5050,Escondido
39890,McCrea Nissan,E,Non-Networked,,Eureka,,CA,95501,40.8007,-124.16421,0,1,J1772,Dealership business hours,CAR_DEALER,707-442-1741,Eureka
39891,Future Nissan of Folsom,E,Non-Networked,,Folsom,,CA,95630,38.63424,-121.20423,1,3,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,916-608-5300,Folsom
39892,Fontana Nissan,E,Non-Networked,,Fontana,,CA,92336,34.13534,-117.44573,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,909-574-2288,Fontana
39893,Premier Nissan of Fremont,E,Non-Networked,,Fremont,,CA,94538,37.49864,-121.9734,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,510-668-8700,Fremont
39894,Lithia Nissan - Fresno,E,Non-Networked,,Fresno,,CA,93710,36.818622,-119.789796,0,1,J1772,Dealership business hours,CAR_DEALER,559-435-3500,Fresno
39895,Garden Grove Nissan,E,Non-Networked,,Garden Grove,,CA,92844,33.766376,-117.968337,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,888-720-5391,Garden Grove
39896,Gardena Nissan,E,Non-Networked,,Gardena,,CA,90247,33.889201,-118.307028,0,1,J1772,Dealership business hours,CAR_DEALER,310-532-1600,Gardena
39897,South County Nissan,E,Non-Networked,,Gilroy,,CA,95020,36.996869,-121.558573,0,1,J1772,Dealership business hours,CAR_DEALER,408-842-1777,Gilroy
39898,Glendale Nissan,E,Non-Networked,,Glendale,,CA,91204,34.13714,-118.25515,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours; contact 630-469-6100 for more information,CAR_DEALER,,Glendale
39899,Santa Barbara Nissan,E,Non-Networked,,Goleta,,CA,93117,34.43427,-119.820934,1,3,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,805-967-1130,Goleta
39901,Hayward Nissan,E,Non-Networked,,Hayward,,CA,94544,37.662305,-122.075178,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,510-372-2800,Hayward
39902,Pedder Nissan,E,Non-Networked,,Hemet,,CA,92545,33.741163,-117.031718,0,1,J1772,Dealership business hours,CAR_DEALER,951-766-1446,Hemet
39903,Surf City Nissan,E,Non-Networked,,Huntington Beach,,CA,92647,33.71069,-117.989861,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,714-500-6000,Huntington Beach
39904,Nissan of Irvine,E,Non-Networked,,Irvine,,CA,92618,33.63255,-117.72335,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,949-385-6044,Irvine
39905,Torre Nissan,E,Non-Networked,,La Quinta,,CA,92253,33.70693,-116.28364,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,760-777-8999,La Quinta
39906,Nissan of Downtown Los Angeles,E,Non-Networked,,Los Angeles,,CA,90015,34.035168,-118.273229,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,213-748-4501,Los Angeles
39907,Universal City Nissan,E,Non-Networked,,Los Angeles,,CA,90068,34.133446,-118.356601,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,818-769-8100,Los Angeles
39908,Razzari Nissan,E,Non-Networked,,Merced,,CA,95340,37.30584,-120.50229,0,1,J1772,Dealership business hours,CAR_DEALER,209-383-0100,Merced
39910,Nissan of Mission Hills,E,Non-Networked,,Mission Hills,,CA,91345,34.269809,-118.466606,0,1,J1772,Dealership business hours,CAR_DEALER,818-838-4444,Mission Hills
39911,Central Valley Nissan,E,Non-Networked,,Modesto,,CA,95356,37.705119,-120.99471,0,1,J1772,Dealership business hours,CAR_DEALER,209-526-3320,Modesto
39912,Metro Nissan of Montclair,E,Non-Networked,,Montclair,,CA,91763,34.082404,-117.694876,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,909-625-5575,Montclair
39913,Metro Nissan of Redlands,E,Non-Networked,,Redlands,,CA,92374,34.06531,-117.21201,1,3,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,909-793-3377,Redlands
39914,Napa Nissan,E,Non-Networked,,Napa,,CA,94559,38.2927,-122.27752,0,1,J1772,Dealership business hours,CAR_DEALER,707-253-1551,Napa
39915,Mossy Nissan,E,Non-Networked,,National City,,CA,91950,32.659001,-117.100836,0,1,J1772,Dealership business hours,CAR_DEALER,619-474-7011,National City
39916,Mossy Nissan - Oceanside,E,Non-Networked,,Oceanside,,CA,92056,33.181953,-117.298334,3,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,760-720-9797,Oceanside
39917,Stadium Nissan,E,Non-Networked,,Orange,,CA,92867,33.80819,-117.86507,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,714-633-8430,Orange
39918,Team Nissan,E,Non-Networked,,Oxnard,,CA,93036,34.22784,-119.15031,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,805-485-8787,Oxnard
39919,Antelope Valley Nissan,E,Non-Networked,,Palmdale,,CA,93551,34.5914,-118.1383,2,2,"CHADEMO,J1772",24 hours daily; primarily for customer use,CAR_DEALER,,Palmdale
39920,North Bay Nissan,E,Non-Networked,,Petaluma,,CA,94952,38.267202,-122.665068,1,4,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,707-769-7700,Petaluma
39921,Mossy Nissan - Poway,E,Non-Networked,,Poway,,CA,92064,32.95678,-117.02581,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,858-668-3600,Poway
39922,Crown Nissan,E,Non-Networked,,Redding,,CA,96002,40.571632,-122.36654,0,1,J1772,Dealership business hours,CAR_DEALER,530-223-2177,Redding
39925,Hanlees Hilltop Nissan,E,Non-Networked,,Richmond,,CA,94806,37.98521,-122.32138,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,510-222-4900,Richmond
39926,Raceway Nissan,E,Non-Networked,,Riverside,,CA,92507,33.941878,-117.297603,0,1,J1772,Dealership business hours,CAR_DEALER,951-571-9300,Riverside
39927,Riverside Nissan,E,Non-Networked,,Riverside,,CA,92504,33.925469,-117.419673,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,,Riverside
39928,Future Nissan of Roseville,E,Non-Networked,,Roseville,,CA,95661,38.752198,-121.256452,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours; 916-969-5700,CAR_DEALER,,Roseville
39929,Nissan of Sacramento,E,Non-Networked,,Sacramento,,CA,95821,38.63114,-121.39648,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours; 916-488-5400,CAR_DEALER,,Sacramento
39930,MY Nissan,E,Non-Networked,,Salinas,,CA,93907,36.720023,-121.662519,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,831-444-8888,Salinas
39931,Larry H Miller Nissan of San Bernardino,E,Non-Networked,,San Bernardino,,CA,92408,34.07141,-117.29807,1,1,"CHADEMO,J1772",Dealership business hours; contact 909-885-3883 for more information,CAR_DEALER,,San Bernardino
39932,Mossy Nissan - Kearny Mesa,E,Non-Networked,,San Diego,,CA,92111,32.833179,-117.147384,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,858-565-4411,San Diego
39935,Premier Nissan,E,Non-Networked,,San Jose,,CA,95136,37.275144,-121.877656,2,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,408-978-1234,San Jose
39936,Nissan of San Juan Capistrano,E,Non-Networked,,San Juan Capistrano,,CA,92675,33.47462,-117.67629,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,888-718-2419,San Juan Capistrano
39937,San Leandro Nissan,E,Non-Networked,,San Leandro,,CA,94577,37.71267,-122.16245,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,510-347-4000,San Leandro
39938,Coast Nissan,E,Non-Networked,,San Luis Obispo,,CA,93405,35.25062,-120.68455,1,4,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,805-543-4423,San Luis Obispo
39939,Stevens Creek Nissan,E,Non-Networked,,Santa Clara,,CA,95051,37.32349,-121.98788,2,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,408-983-5900,Santa Clara
39943,Jim Bone Nissan,E,Non-Networked,,Santa Rosa,,CA,95404,38.42558,-122.71418,1,4,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,707-545-7050,Santa Rosa
39944,Cardinale Nissan,E,Non-Networked,,Seaside,,CA,93955,36.611189,-121.849899,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,831-393-0600,Seaside
39945,Nissan of Van Nuys,E,Non-Networked,,Sherman Oaks,,CA,91401,34.16924,-118.44896,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,818-787-8400,Sherman Oaks
39947,First Nissan,E,Non-Networked,,Simi Valley,,CA,93065,34.27735,-118.7796,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,805-526-9700,Simi Valley
39948,Nissan of Stockton,E,Non-Networked,,Stockton,,CA,95212,38.02221,-121.27534,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,209-956-6500,Stockton
39949,Temecula Nissan,E,Non-Networked,,Temecula,,CA,92591,33.516768,-117.155039,1,2,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,951-676-6601,Temecula
39951,Tracy Nissan,E,Non-Networked,,Tracy,,CA,95304,37.75990555387505,-121.4632051865082,0,1,J1772,Dealership business hours,CAR_DEALER,209-820-6000,Tracy
39952,Nissan of Tustin,E,Non-Networked,,Tustin,,CA,92782,33.72487,-117.79896,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,714-669-8282,Tustin
39953,Nissan of Vacaville,E,Non-Networked,,Vacaville,,CA,95687,38.381441,-121.941218,0,1,J1772,Dealership business hours,CAR_DEALER,707-455-4500,Vacaville
39955,Vallejo Nissan,E,Non-Networked,,Vallejo,,CA,94590,38.118088,-122.255493,0,1,J1772,Dealership business hours,CAR_DEALER,707-643-8291,Vallejo
39956,Valley Hi Nissan,E,Non-Networked,,Victorville,,CA,92394,34.517883,-117.3219,0,1,J1772,Dealership business hours; contact 760-241-1700 for more information,CAR_DEALER,,Victorville
39957,Nissan of Visalia,E,Non-Networked,,Visalia,,CA,93292,36.32325,-119.27596,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,559-734-3333,Visalia
39959,West Covina Nissan,E,Non-Networked,,West Covina,,CA,91791,34.074227,-117.890899,1,1,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,626-732-1000,West Covina
40185,International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,E,Non-Networked,,San Diego,,CA,92123,32.823912,-117.12114,0,2,J1772,Employee and student use only,OFFICE_BLDG,,San Diego
41352,Advanced Micro Devices Inc,E,Non-Networked,,Santa Clara,,CA,95054,37.38237,-121.970806,0,14,J1772,Employee use only,OFFICE_BLDG,,Santa Clara
41526,Marsh Street Parking Structure,E,Non-Networked,,San Luis Obispo,,CA,93401,35.279705,-120.6609,0,2,J1772,24 hours daily; pay lot,PARKING_GARAGE,805-781-7230,San Luis Obispo
43478,Malibu Country Mart,E,Non-Networked,,Malibu,,CA,90265,34.035802,-118.686393,0,2,J1772,24 hours daily,SHOPPING_CENTER,,Malibu
44017,Delta Electronics,E,Non-Networked,,Fremont,,CA,94538,37.488952,-121.948969,2,18,"CHADEMO,J1772,J1772COMBO",,OFFICE_BLDG,,Fremont
45313,CITY OF DUBLIN LIBRARY MIDDLE,E,ChargePoint Network,https://www.chargepoint.com,Dublin,,CA,94568,37.702909,-121.91835,0,1,J1772,24 hours daily,,888-758-4389,Dublin
46136,Amador Transit,E,Non-Networked,,Sutter Creek,,CA,95685,38.379983,-120.807672,0,1,J1772,24 hours daily; pay lot,TRAVEL_CENTER,209-267-9395,Sutter Creek
46473,Golden Gate Park - Music Concourse Garage,E,Non-Networked,,San Francisco,,CA,94118,37.768766,-122.468341,0,4,"J1772,NEMA520",Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,PAY_GARAGE,415-750-0741,San Francisco
46482,Cupertino Electric,E,Non-Networked,,San Jose,,CA,95112,37.36217972612609,-121.8995386415253,0,12,J1772,7am-6pm M-F,UTILITY,408-808-8000,San Jose
46519,J.D. Power & Associates,E,Non-Networked,,Westlake Village,,CA,91362,34.148413,-118.798832,0,4,J1772,,OFFICE_BLDG,,Westlake Village
46709,Nissan of Burlingame,E,Non-Networked,,Burlingame,,CA,94010,37.57792,-122.341931,0,1,J1772,Dealership business hours,CAR_DEALER,650-347-4800,Burlingame
46710,Nissan of Burlingame,E,Non-Networked,,Burlingame,,CA,94010,37.57792,-122.341931,0,1,J1772,,CAR_DEALER,650-347-4800,Burlingame
46715,CITYOF CAMPBELL 2NDST GARAGE UL,E,ChargePoint Network,https://www.chargepoint.com,Campbell,,CA,95008,37.287593,-121.946908,0,1,J1772,24 hours daily,,888-758-4389,Campbell
46721,Dublin Nissan,E,Non-Networked,,Dublin,,CA,94568,37.70271,-121.91118,1,4,"CHADEMO,J1772",Dealership business hours,CAR_DEALER,925-452-8000,Dublin
46722,Dublin Nissan,E,Non-Networked,,Dublin,,CA,94568,37.70271,-121.91118,0,1,J1772,,CAR_DEALER,925-452-8000,Dublin
46723,Stone Brewing World Bistro & Gardens,E,Non-Networked,,Escondido,,CA,92029,33.11587,-117.11955,0,2,J1772,24 hours daily,RESTAURANT,760-471-4999,Escondido
46724,Momentum Nissan,E,Non-Networked,,Fairfield,,CA,94533,38.24415,-122.0795,1,2,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,707-402-3200,Fairfield
46725,Momentum Nissan,E,Non-Networked,,Fairfield,,CA,94533,38.24415,-122.0795,0,1,J1772,,CAR_DEALER,707-402-3200,Fairfield
46729,Renaissance Indian Wells Resort & Spa,E,Non-Networked,,Indian Wells,,CA,92210,33.72323,-116.324409,0,2,J1772,24 hours daily; for guest use only,HOTEL,760-773-4444,Indian Wells
46731,OMP Sanders Rubbercraft,E,Non-Networked,,Long Beach,,CA,90808,33.8234522,-118.1488717,0,1,J1772,Employee use only,OFFICE_BLDG,,Long Beach
46733,LA County Museum of Art,E,POWERFLEX,https://www.powerflex.com,Los Angeles,,CA,90036,34.063383,-118.35808,0,15,J1772,Garage business hours,MUSEUM,833-479-7359,Los Angeles
46743,Empire Nissan,E,Non-Networked,,Ontario,,CA,91761,34.049006,-117.547161,1,1,"CHADEMO,J1772,J1772COMBO",Dealership business hours,CAR_DEALER,909-390-9977,Ontario
46744,Empire Nissan,E,Non-Networked,,Ontario,,CA,91761,34.049006,-117.547161,0,1,J1772,,CAR_DEALER,909-390-9977,Ontario
1517,LADWP - Truesdale Center,E,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,Sun Valley,,CA,91352,34.2483191527193,-118.3879713743439,2,57,"CHADEMO,J1772,J1772COMBO",Fleet use only,UTILITY,,Sun Valley
1523,Los Angeles Convention Center,E,Non-Networked,,Los Angeles,,CA,90015,34.040539,-118.271387,0,7,J1772,5:30am-9pm; pay lot,PARKING_GARAGE,213-741-1151,Los Angeles
1525,LADWP - John Ferraro Building,E,Non-Networked,,Los Angeles,,CA,90012,34.059133,-118.248589,12,338,"CHADEMO,J1772,J1772COMBO",For fleet and employee use only,UTILITY,,Los Angeles
1531,LADWP - Haynes Power Plant,E,Non-Networked,,Long Beach,,CA,90803,33.759802,-118.096665,1,19,"CHADEMO,J1772,J1772COMBO",Fleet use only,UTILITY,,Long Beach
1552,LADWP - Harbor Generating Station,E,Non-Networked,,Wilmington,,CA,90744,33.770508,-118.265628,0,10,J1772,Fleet use only,UTILITY,,Wilmington
1556,LADWP - Sylmar West,E,Non-Networked,,Sylmar,,CA,91342,34.30309,-118.480505,0,2,J1772,Fleet use only,UTILITY,,Sylmar
1572,LADWP - EV Service Center,E,Non-Networked,,Los Angeles,,CA,90012,34.066801,-118.227605,1,46,"CHADEMO,J1772",Fleet and employee use only,UTILITY,,Los Angeles
1573,LADWP - Fairfax Center,E,Non-Networked,,Los Angeles,,CA,90016,34.036777,-118.368841,0,13,J1772,Fleet use only,UTILITY,,Los Angeles
1589,LADWP - Palmetto Center,E,Non-Networked,,Los Angeles,,CA,90013,34.039736,-118.236065,0,27,J1772,Fleet use only,UTILITY,,Los Angeles
6355,Scripps Green Hospital,E,Non-Networked,,La Jolla,,CA,92037,32.89947,-117.243,0,1,J1772,24 hours daily,HOSPITAL,,La Jolla
6405,Galpin Motors,E,Non-Networked,,Sepulveda,,CA,91343,34.221665,-118.468371,0,2,J1772,Dealership business hours; customer use only,CAR_DEALER,855-889-2811,Sepulveda
6425,Galleria at Tyler,E,Non-Networked,,Riverside,,CA,92503,33.909914,-117.459053,0,4,J1772,6am-12am daily,SHOPPING_MALL,951-351-3110,Riverside
6505,City of Pasadena - Holly Street Garage,E,Non-Networked,,Pasadena,,CA,91103,34.14762,-118.147111,0,26,J1772,24 hours daily; pay lot,PARKING_GARAGE,626-744-7665,Pasadena
6506,City of Pasadena - De Lacey Garage,E,Non-Networked,,Pasadena,,CA,91105,34.145138,-118.152655,0,3,J1772,24 hours daily; pay lot,PARKING_GARAGE,626-744-7665,Pasadena
6507,City of Pasadena - Schoolhouse Garage,E,Non-Networked,,Pasadena,,CA,91105,34.145119,-118.150133,0,3,J1772,24 hours daily; pay lot,PARKING_GARAGE,626-744-7665,Pasadena
6509,Bristol Farms,E,Non-Networked,,South Pasadena,,CA,91030,34.118433,-118.149597,0,0,,24 hours daily,GROCERY,626-441-5450,South Pasadena
7172,Hyatt Regency Long Beach,E,Non-Networked,,Long Beach,,CA,90802,33.7637,-118.192,0,1,J1772,24 hours daily; pay lot; guest use only; see valet for access,HOTEL,562-491-1234,Long Beach
7184,Los Angeles International Airport (LAX) - Lot 6,E,Non-Networked,,Los Angeles,,CA,90045,33.94325,-118.403342,0,20,J1772,24 hours daily; pay lot,AIRPORT,310-646-2911,Los Angeles
7192,Northridge Fashion Center East Garage Lower Level,E,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,Northridge,,CA,91324,34.238716,-118.554686,0,5,J1772,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,855-900-7584,Northridge
7195,Courtyard Marriott - Oxnard Ventura,E,Non-Networked,,Oxnard,,CA,93030,34.228315,-119.170865,0,1,J1772,24 hours daily; guest use only; 2 hour limit,HOTEL,805-988-3600,Oxnard
7196,Hilton - Palm Springs,E,Non-Networked,,Palm Springs,,CA,92262,33.824004,-116.543589,0,2,J1772,24 hours daily; pay lot; priority given to registered guests,HOTEL,760-320-6868,Palm Springs
7206,Inland Empire Foods,E,Non-Networked,,Riverside,,CA,92509,34.0189,-117.38,0,4,"J1772,TESLA",8am-4:30pm M-F,OFFICE_BLDG,951-682-8222,Riverside
7212,Sacramento International Airport - Daily A Lot,E,Non-Networked,,Sacramento,,CA,95837,38.69005,-121.58889,0,4,J1772,24 hours daily; pay lot,AIRPORT,916-874-0670,Sacramento
7229,City of Santa Monica - Airport,E,Non-Networked,,Santa Monica,,CA,90405,34.017081,-118.44704,0,2,J1772,24 hours daily,AIRPORT,310-458-8516,Santa Monica
7230,City of Santa Monica - Pier,E,Non-Networked,,Santa Monica,,CA,90405,34.010021,-118.49583,0,3,J1772,24 hours daily; pay lot,MUNI_GOV,310-458-8516,Santa Monica
7233,Westfield Parking Garage 1st Floor,E,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,Sherman Oaks,,CA,91423,34.156407,-118.438965,0,2,J1772,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,855-900-7584,Sherman Oaks
7242,Universal City Hilton,E,Non-Networked,,Universal City,,CA,91608,34.13722,-118.35835,0,10,"J1772,NEMA520",24 hours daily; pay lot; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,HOTEL,818-506-2500,Universal City
7250,Office Max - Home Depot,E,Non-Networked,,Downey,,CA,90241,33.94756,-118.153806,0,4,J1772,24 hours daily,SHOPPING_CENTER,562-806-6600,Downey
7280,Hyatt at Fisherman's Wharf,E,Non-Networked,,San Francisco,,CA,94133,37.80619,-122.4152,0,1,J1772,24 hours daily; pay lot; guest use only; see valet for access; 3 hour maximum,HOTEL,415-563-1234,San Francisco
7286,Arden Fair Mall,E,Non-Networked,,Sacramento,,CA,95815,38.599693,-121.427045,0,4,J1772,24 hours daily,SHOPPING_MALL,916-920-1167,Sacramento
21358,Palace Hotel,E,Non-Networked,,San Francisco,,CA,94105,37.78881,-122.401,0,2,J1772,24 hours daily,HOTEL,415-512-1111,San Francisco
21360,Mark Hopkins InterContinental Hotel,E,Non-Networked,,San Francisco,,CA,94108,37.791791,-122.411265,0,1,J1772,24 hours daily; for guest use only; see valet for access,HOTEL,415-392-3434,San Francisco
21395,California State University - Northridge,E,Non-Networked,,Northridge,,CA,91330,34.248959,-118.523887,0,2,J1772,24 hours daily; parking permit required,COLLEGE_CAMPUS,818-677-1200,Northridge
21396,California State University - Northridge,E,Non-Networked,,Northridge,,CA,91330,34.241687,-118.528543,0,2,J1772,24 hours daily; parking permit required,COLLEGE_CAMPUS,818-677-1200,Northridge
21397,California State University - Northridge,E,Non-Networked,,Northridge,,CA,91330,34.236853,-118.532588,0,4,J1772,24 hours daily; parking permit required,COLLEGE_CAMPUS,818-677-1200,Northridge
21402,Los Angeles Harbor Department Headquarters,E,Non-Networked,,San Pedro,,CA,90731,33.740758,-118.28192,0,4,J1772,8am-5pm daily,PARKING_LOT,310-732-7678,San Pedro
21419,Getty Center,E,Non-Networked,,Los Angeles,,CA,90049,34.077588,-118.474585,0,15,"J1772,NEMA520",Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,PARKING_GARAGE,310-440-7300,Los Angeles
21450,LA County DPR Arboretum,E,POWERFLEX,https://www.powerflex.com,Arcadia,,CA,91007,34.145528,-118.050548,0,3,J1772,24 hours daily,PARK,833-479-7359,Arcadia
21524,DoubleTree Hotel - Los Angeles - Westside,E,Non-Networked,,Culver City,,CA,90230,33.9826,-118.3966,0,2,J1772,24 hours daily; guest use only; see valet,HOTEL,310-649-1776,Culver City
21525,Helms Bakery Building,E,Non-Networked,,Los Angeles,,CA,90034,34.029971,-118.385231,0,6,J1772,24 hours daily,PARKING_GARAGE,310-204-1865,Los Angeles
21535,Westfield MainPlace Mall,E,Non-Networked,,Santa Ana,,CA,92705,33.777054,-117.870566,0,8,J1772,Business hours,SHOPPING_MALL,714-547-7800,Santa Ana
21559,California State University - Channel Islands,E,Non-Networked,,Camarillo,,CA,93012,34.16657601660278,-119.045854662704,0,5,J1772,24 hours daily; parking pass required or day pass available for purchase,COLLEGE_CAMPUS,805-437-8400,Camarillo
21561,Brea Downtown Parking,E,Non-Networked,,Brea,,CA,92821,33.919899,-117.898618,0,4,J1772,Garage business hours; 4 hour parking limit,PARKING_GARAGE,714-990-7650,Brea
21565,Home Depot,E,Non-Networked,,Newbury Park,,CA,91320,34.192178,-118.934793,0,2,"J1772,NEMA515",24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,SHOPPING_CENTER,805-375-6680,Newbury Park
21566,Lake Casitas Municipal Water District - Recreational Area,E,Non-Networked,,Oak View,,CA,93022,34.418322,-119.3368,0,1,J1772,8am-5pm daily,PARK,805-649-2233,Oak View
21569,San Dimas Park & Ride,E,Non-Networked,,San Dimas,,CA,91773,34.105275,-117.809208,0,2,J1772,24 hours daily,PARKING_LOT,909-394-6271,San Dimas
21606,Ventura County Government Center,E,Non-Networked,,Ventura,,CA,93009,34.267352,-119.2124,0,3,J1772,8am-5pm daily,MUNI_GOV,,Ventura
21607,Ventura County Air Pollution Control District,E,Non-Networked,,Ventura,,CA,93003,34.268756,-119.2154,0,3,J1772,8am-5pm daily,MUNI_GOV,805-645-1400,Ventura
21609,LADWP - Scattergood Generating Facility,E,Non-Networked,,Playa Del Rey,,CA,90293,33.917593,-118.425334,0,21,J1772,Fleet use only,UTILITY,,Playa Del Rey
21612,LA County DPW Baldwin Park,E,Non-Networked,,Baldwin Park,,CA,91706,34.089085,-117.95463,0,3,J1772,,FLEET_GARAGE,,Baldwin Park
21618,LA County DPW Imperial,E,POWERFLEX,https://www.powerflex.com,South Gate,,CA,90280,33.930663,-118.175758,0,1,J1772,,MUNI_GOV,,South Gate
21673,University of California - Davis Extension - Lot 80,E,Non-Networked,,Davis,,CA,95616,38.539336,-121.732405,0,3,"J1772,NEMA520",24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,COLLEGE_CAMPUS,530-752-8277,Davis
21713,San Luis Obispo County Air Pollution Control District,E,Non-Networked,,San Luis Obispo,,CA,93401,35.25939,-120.64492,0,1,"J1772,NEMA520",For fleet vehicle use only; Drivers must bring their own J1772 cordset for Level 1 charging,MUNI_GOV,,San Luis Obispo
25171,LADWP - Wilmington District Yard,E,Non-Networked,,Wilmington,,CA,90744,33.773005,-118.265821,0,8,J1772,Fleet use only,UTILITY,,Wilmington
25491,Fair Oaks - Orangevale - Community Library,E,Non-Networked,,Fair Oaks,,CA,95628,38.66292,-121.2634,0,2,J1772,24 hours daily,PARKING_LOT,916-264-2700,Fair Oaks
